Headline,Source,Date,Word Count,Text,Company,Industry,IPO Period,Day of Week,Source Tier,Sentiment,List Price,Market Price,Difference
Yahoo rakes in jackpot from Alibaba's IPO Yahoo rakes in jackpot from Alibaba's IPO Yahoo rakes in jackpot from Alibaba's IPO Yahoo rakes in jackpot from Alibaba's IPO Yahoo rakes in jackpot from Alibaba's IPO Yahoo rakes in jackpot from Alibaba's IPO Yahoo rakes in jackpot from Alibaba's IPO Yahoo rakes in jackpot from Alibaba's IPO Yahoo rakes in jackpot from Alibaba's IPO Yahoo rakes in jackpot from Alibaba's IPO Yahoo rakes in jackpot from Alibaba's IPO Yahoo rakes in jackpot from Alibaba's IPO,"The Modesto Bee The News Tribune Columbus Ledger-Enquirer (GA) The Herald The Island Packet The State (Columbia, SC) The Sun Herald (Biloxi, MS) The Fresno Bee The San Luis Obispo Tribune Macon Telegraph Merced Sun-Star Centre Daily Times",9/19/2014,494,SAN FRANCISCO Yahoo is making amends for years of blundering with one smart move: an early investment in Alibaba Group that has turned into a multibillion-dollar boon.,Alibaba,Technology,2,6,4,,,,
Yahoo rakes in jackpot from Alibaba's IPO,The News Tribune,9/19/2014,494,,Alibaba,Technology,2,6,4,,,,
"Alibaba launches largest IPO in U.S. history, steps up as Silicon Valley competitor Alibaba launches largest IPO in U.S. history, steps up as Silicon Valley...",The Oakland Tribune,9/19/2014,1041,"Internet juggernaut Alibaba made history on Friday when it went public in the largest U.S. stock market debut ever, cementing China's place as a world leader in e-commerce and promising fierce competition to Silicon Valley tech giants.",Alibaba,Technology,2,6,4,,,,
Alibaba IPO won't rain money on Silicon Valley Alibaba IPO won't rain money on Silicon Valley,The Oakland Tribune,9/19/2014,860,"Unlike the big IPOs that have rained wealth onto Silicon Valley and lined the pockets of tech employees, Alibaba won't be the blockbuster payday the valley has come to associate with public offerings.",Alibaba,Technology,2,6,4,,,,
Alibaba prices IPO at $68 per share,The Repository,9/19/2014,106,"Alibaba, the Chinese e-commerce powerhouse named after a fabled, poor woodsman who discovers a thieves' den full of treasures, is ready to strike it rich on the New York Stock Exchange.",Alibaba,Technology,2,6,4,,,,
Alibaba shares close 38% above IPO price,The San Francisco Chronicle,9/19/2014,252,"Posted on Friday, September 19 at 9:17am | By Kathleen Pender Shares of Chinese e-commerce giant Alibaba opened at $92.70 apiece Friday morning, 36 percent above their initial public offering price of $68. They quickly zoomed to as high as ...",Alibaba,Technology,2,6,1,,,,
Yahoo rakes in jackpot from Alibaba's IPO,The San Luis Obispo Tribune,9/19/2014,494,,Alibaba,Technology,2,6,4,,,,
Yahoo rakes in jackpot from Alibaba's IPO,"The State (Columbia, SC)",9/19/2014,494,,Alibaba,Technology,2,6,4,,,,
Yahoo rakes in jackpot from Alibaba's IPO,"The Sun Herald (Biloxi, MS)",9/19/2014,494,,Alibaba,Technology,2,6,4,,,,
"Alibaba IPO Leaves Investors Wanting More; Some Potential Buyers Were Discouraged by Price, While Demand from Retail Investors Surprises",The Wall Street Journal,9/19/2014,1064,"Despite the big pop enjoyed by participants in Alibaba Group Holding Ltd.'s initial public offering, investors were still hungry after the company made its trading debut at $92.70 on Friday morning.",Alibaba,Technology,2,6,1,,,,
"Alibaba IPO: A Hit Overseas, but Less Dazzling in China; Many Cite Missed Opportunity as E-Commerce Giant Lists in New York",The Wall Street Journal,9/19/2014,1087,"As Chinese e-commerce giant Alibaba Group Holding Ltd. moved toward a massive initial public offering in New York, back home in China the question was: Would Alibaba founder and chairman Jack Ma leave the country?",Alibaba,Technology,2,6,1,,,,
Should you invest in Alibaba? And 9 other questions about the world's biggest IPO,The Washington Post,9/19/2014,2336,"In the late 1990s, a 34-year-old?ˇChinese schoolteacher named Jack Ma, working from his cramped apartment, unveiled a small, colorful, chaotic Web service he named after an old folk tale.",Alibaba,Technology,2,6,1,,,,
Alibaba up about 40% after record IPO; shares at $92.7,Triangle Business Journal Online,9/19/2014,634,,Alibaba,Technology,2,6,4,,,,
"Alibaba prices IPO shares at $68, raising $21.8 billion Alibaba prices IPO shares at $68, raising $21.8 billion Alibaba prices IPO shares at $68, raising $21.8 billion Alibaba up about 40% after record IPO; shares at $92.7",Triangle Business Journal Online,9/19/2014,517,"Alibaba Group Holding Ltd. priced its initial public offering at $68 per share, raising $21.8 billion in the biggest tech IPO in history. The Chinese Internet giant hit the top end of its target share-price range, giving it an initial market ...",Alibaba,Technology,2,6,4,,,,
How will the Alibaba IPO impact U.S. retail?,Upstart Business Journal Online,9/19/2014,1346,"As Alibaba goes public in the United States, raising as much as $25 billion and possibly becoming the largest initial public offering ever, a series of questions marks have appeared about the Chinese e-commerce company's impact on U.S. ...",Alibaba,Technology,2,6,4,,,,
What to watch ; Alibaba IPO must-watch moments,USA Today,9/19/2014,263,Alibaba's IPO day has finally arrived. There's no juicier story to watch on Wall Street today than the Chinese e-commerce giant's first day of trading.,Alibaba,Technology,2,6,1,,,,
IPOs are the riskiest ride you can take ; Q: How low can Alibaba's IPO go?,USA Today,9/19/2014,272,"Unless you're a big-time investor, the chance of you buying into the Alibaba deal at the initial offering price is slim. But buying into the deal on the first day raises some big risks.",Alibaba,Technology,2,6,1,,,,
It's official: Alibaba sets IPO record ; Wild morning expected at NYSE,USA Today,9/19/2014,504,"Alibaba priced its shares at $68 apiece Thursday, raising $21.8 billion for the company and investors and solidifying its stature as the biggest U.S. IPO in history.",Alibaba,Technology,2,6,1,,,,
"With IPO, Alibaba's Global Rise to Power",U-Wire,9/19/2014,638,"Georgetown University; Washington, DC - business By Reena Aggarwal This week, the global financial markets are buzzing with news about an initial public offering. The much talked about IPO isn't for Facebook or Twitter or any company you have ...",Alibaba,Technology,2,6,3,,,,
Alibaba's IPO debut roars,Argus Leader,9/20/2014,642,,Alibaba,Technology,2,7,4,,,,
Alibaba's IPO debut roars,Asbury Park Press,9/20/2014,642,,Alibaba,Technology,2,7,4,,,,
Alibaba's IPO debut roars Alibaba's IPO debut roars Alibaba's IPO debut roars Alibaba's IPO debut roars Alibaba's IPO debut roars Alibaba's IPO debut roars Alibaba's IPO debut roars Alibaba's IPO debut roars Alibaba's IPO debut roars Alibaba's IPO debut roars Alibaba's IPO debut roars Alibaba's IPO debut roars Alibaba's IPO debut roars Alibaba's IPO debut roars Alibaba's IPO debut roars Alibaba's IPO debut roars Alibaba's IPO debut roars Alibaba's IPO debut roars Alibaba's IPO debut roars Alibaba's IPO debut roars Alibaba's IPO debut roars Alibaba's IPO debut roars Alibaba's IPO debut roars Alibaba's IPO debut roars Alibaba's IPO debut roars Alibaba's IPO debut roars Alibaba's IPO debut roars Alibaba's IPO debut roars Alibaba's IPO debut roars Alibaba's IPO debut roars,Asbury Park Press,9/20/2014,642,"Alibaba debuted Friday on the New York Stock Exchange, and the Chinese e-commerce giant somehow matched the months of hype leading up to its record-setting initial public offering.",Alibaba,Technology,2,7,4,,,,
Alibaba's IPO debut roars,Clarion-Ledger,9/20/2014,641,,Alibaba,Technology,2,7,4,,,,
Alibaba's IPO debut roars,Courier-Post,9/20/2014,641,,Alibaba,Technology,2,7,4,,,,
Alibaba's IPO debut roars,Democrat & Chronicle,9/20/2014,642,,Alibaba,Technology,2,7,4,,,,
Alibaba's IPO debut roars,Florida Today,9/20/2014,642,,Alibaba,Technology,2,7,4,,,,
Alibaba's IPO debut roars,Greenville News,9/20/2014,642,,Alibaba,Technology,2,7,4,,,,
Yahoo rakes in jackpot from Alibaba's IPO Yahoo rakes in another jackpot from Alibaba's IPO,Idaho Press-Tribune,9/20/2014,502,SAN FRANCISCO - Yahoo is making amends for years of blundering with one smart move: an early investment in China's Alibaba Group that has turned into a multibillion-dollar boon.,Alibaba,Technology,2,7,4,,,,
Alibaba's IPO debut roars,Journal & Courier,9/20/2014,700,,Alibaba,Technology,2,7,4,,,,
China online giant Alibaba soars after record IPO,Lake County News-Sun,9/20/2014,835,NEW YORK É?? Alibaba debuted as a publicly traded company Friday and swiftly climbed more than 40 percent in a mammoth IPO that offered eager investors seemingly unlimited potential for growth and a way to tap into the burgeoning Chinese ...,Alibaba,Technology,2,7,4,,,,
"Alibaba surges 38% in market debut; In largest U.S. IPO ever, shares of the Chinese e-commerce giant soar on the New York Stock Exchange.",Los Angeles Times,9/20/2014,982,"Alibaba Holding Group's initial public offering was a monster success, roaring out of the gate Friday at a 38% premium to its offer price, sucking $21.8 billion into the Chinese online powerhouse's coffers.",Alibaba,Technology,2,7,1,,,,
Alibaba IPO bulls are missing some red flags; Odd corporate structure could create headaches for investors,MarketWatch,9/20/2014,1261,"Odd corporate structure could create headaches for investors Shares in Alibaba are like a new high-end sports car, where all anyone can talk about is how fast it goes, how good it looks, and how they wish they could take it for a little ...",Alibaba,Technology,2,7,1,,,,
Alibaba IPO bulls are missing some red flags Alibaba IPO bulls are missing some red flags,MarketWatch,9/20/2014,154,MARKETWATCH FRONT PAGE The ecommerce giant's odd corporate structure that could create headaches for investors down the road. 10 things retirees won't tell you,Alibaba,Technology,2,7,1,,,,
Alibaba IPO is all good,New York Daily News,9/20/2014,22,ALIBABA's highly anticipated debut as a public company went much better than planned.,Alibaba,Technology,2,7,2,,,,
Caution urged on Alibaba: Experts: IPO could spur LI interest in e-commerce,Newsday,9/20/2014,424,"The buzz surrounding Chinese e-commerce powerhouse Alibaba's debut as a publicly traded company yesterday may encourage Long Island small business owners to explore the company's websites for their business potential, experts said.",Alibaba,Technology,2,7,2,,,,
Alibaba's IPO debut roars,News-Leader,9/20/2014,642,,Alibaba,Technology,2,7,4,,,,
Alibaba's IPO debut roars,News-Press,9/20/2014,642,,Alibaba,Technology,2,7,4,,,,
Alibaba's IPO debut roars,Pensacola News Journal,9/20/2014,642,,Alibaba,Technology,2,7,4,,,,
Alibaba's IPO debut roars,Reno Gazette-Journal,9/20/2014,641,,Alibaba,Technology,2,7,4,,,,
Alibaba's IPO debut roars,St. Cloud Times,9/20/2014,642,,Alibaba,Technology,2,7,4,,,,
Alibaba's IPO debut roars,Statesman Journal,9/20/2014,642,,Alibaba,Technology,2,7,4,,,,
Alibaba's IPO debut roars,The Burlington Free Press,9/20/2014,1108,,Alibaba,Technology,2,7,4,,,,
Alibaba's IPO debut roars,The Courier-Journal,9/20/2014,641,,Alibaba,Technology,2,7,4,,,,
Alibaba's IPO debut roars,The Daily Advertiser,9/20/2014,642,,Alibaba,Technology,2,7,4,,,,
Alibaba's IPO debut roars,The Des Moines Register,9/20/2014,642,,Alibaba,Technology,2,7,4,,,,
Alibaba's IPO debut roars Alibaba's IPO debut roars Alibaba's IPO debut roars Alibaba's IPO debut roars Alibaba's IPO debut roars Alibaba's IPO debut roars,The News Journal,9/20/2014,641,"Alibaba debuted Friday on the New York Stock Exchange, and the Chinese e-commerce giant somehow matched the months of hype leading up to its record-setting initial public offering.",Alibaba,Technology,2,7,4,,,,
Yahoo rakes in another jackpot from Alibaba's IPO,The San Mateo Daily Journal,9/20/2014,488,,Alibaba,Technology,2,7,4,,,,
"ALIBABA IPO DEBUTS WITH A ROAR, CLIMBING MORE THAN 36 PERCENT",The Star-Ledger,9/20/2014,268,"Wall Street Alibaba Group came out with a monster roar Friday as its shares began trading at $92.70, up more than 36 percent from its IPO price of $68.",Alibaba,Technology,2,7,4,,,,
Alibaba's IPO: Go-To Guy Works Out The Kinks,The Wall Street Journal,9/20/2014,413,"As Alibaba Group Holding Ltd. Executive Chairman Jack Ma posed for cameras on the floor of the New York Stock Exchange on Friday morning, Benny Adler was hustling to make sure the e-commerce company's stock would trade without a hitch.",Alibaba,Technology,2,7,1,,,,
Alibaba IPO Biggest in History as Bankers Exercise 'Green Shoe' Option; Debut of Chinese E-Commerce Giant Reaches $25 Billion,The Wall Street Journal,9/21/2014,145,"Bankers for Alibaba Group Holding Ltd. maximized the size of the deal Friday, officially making it the biggest initial public offering ever, at $25 billion, according to people familiar with the sale.",Alibaba,Technology,2,1,1,,,,
Alibaba IPO Signals Strength in U.S. Stocks; Success of Offering Is Set to Spur Appetite for New Listings,The Wall Street Journal,9/21/2014,990,"The record initial public offering by Alibaba Group Holding Ltd. underscores financial markets' appetite for new listings, giving fresh fuel to the rally in stocks.",Alibaba,Technology,2,1,1,,,,
Alibaba's record-setting IPO could fuel even bigger stock rally,Albany Business Review Online,9/22/2014,157,"The $25 billion that Chinese e-commerce company Alibaba Group Holding Ltd. raised in its initial public officering underscores financial markets' appetite for new listings, giving fresh fuel to the rally in stocks, the Wall Street Journal ...",Alibaba,Technology,2,2,4,,,,
China is the real winner from Alibaba IPO,CNN Wire,9/22/2014,576,"On Monday, Alibaba confirmed the IPO raised $25 bn after the sale of the extra shares. Many of the big gains from the IPO though will accrue to China, not the U.S.",Alibaba,Technology,2,2,3,,,,
Alibaba Claims Title For Largest Global IPO Ever With Extra Share Sales,Forbes,9/22/2014,32,"At $25 billion, Alibaba's initial public offering can be called the largest global IPO ever.",Alibaba,Technology,2,2,1,,,,
Alibaba's Record-Setting IPO,Forbes,9/22/2014,33,"The Chinese e-commerce giant raised $21.8 billion in its IPO and listed on the NYSE. Music: ""Now or Never"" by Pim Phillips",Alibaba,Technology,2,2,1,,,,
Yahoo Investors Scrutinize Web Firm Post-Alibaba IPO,Investor's Business Daily,9/22/2014,454,"Struggling Web firm Yahoo saw its stock price dip on Monday in the wake of two investment bank downgrades, now that China Internet giant Alibaba is no longer serving as a stock price booster for the Sunnyvale, Calif.-based company. But ...",Alibaba,Technology,2,2,1,,,,
Alibaba Makes U.S. IPO Splash,Investor's Business Daily,9/22/2014,76,"The Chinese e-commerce giant's IPO priced at 68 Thu. amid strong demand. Days before, Alibaba (BABA) lifted its pricing view from 60-66. The $21.8 bil raised from 320 mil shares tops Visa's (V) $19.7 bil IPO as the biggest U.S. offering ...",Alibaba,Technology,2,2,1,,,,
Alibaba Surges In IPO Debut,Investor's Business Daily,9/22/2014,85,The Chinese e-commerce giant's shares rose 38% above its elevated IPO price of 68 and closed at 93.89 in massive volume. Alibaba's (BABA) market valuation of $230 bil would put it 12th on the S&P 500. Alibaba received net proceeds of ...,Alibaba,Technology,2,2,1,,,,
Alibaba IPO becomes world's largest ever Alibaba sets a record for world's largest IPO,Los Angeles Times,9/22/2014,177,"Alibaba Holding Group's IPO officially became the world's largest ever on Monday. Underwriters who helped make the Chinese e-commerce network a public company exercised an option to sell off some extra shares, bringing the total haul from ...",Alibaba,Technology,2,2,1,,,,
Alibaba shares could nearly double IPO price in a year: MKM; MKM Research sees Alibaba shares at $125 in 12 months,MarketWatch,9/22/2014,433,"MKM Research sees Alibaba shares at $125 in 12 months A second-day selloff in Alibaba shares didn't worry analysts at MKM Partners, who believe there are a number of investment positives that could lead to a near doubling of the company's ...",Alibaba,Technology,2,2,1,,,,
iPhone 6 sales help Apple sidestep broad tech losses; Alibaba shares pull back by more than 4% following its U.S. IPO on Friday,MarketWatch,9/22/2014,399,"Alibaba shares pull back by more than 4% following its U.S. IPO on Friday SAN FRANCISCO (MarketWatch) É?? The majority of the tech sector lost ground early Monday and never recovered by the time the market closed, but Apple Inc. managed to ...",Alibaba,Technology,2,2,1,,,,
Alibaba Reports Approx. $25.03 Bln In Gross Proceeds From IPO - Quick Facts,RTT News,9/22/2014,129,"Alibaba Group Holding Limited (BABA) announced that the underwriters of its previously announced initial public offering have exercised in full the option to purchase an additional 48,015,900 American depositary shares from ...",Alibaba,Technology,2,2,2,,,,
"Dermira, Yodlee set price targets as post-Alibaba IPO action heats up",San Francisco Business Times Online,9/22/2014,541,,Alibaba,Technology,2,2,2,,,,
"What's Yahoo's inherent worth? Alibaba IPO cut it in half, for starters",Silicon Valley/San Jose Business Journal,9/22/2014,224,"In the wake of Alibaba Group Holding Ltd.'s initial public offering, investors have cut the value of Yahoo Inc.'s core business in half to roughly $6.8 billion,  the Wall Street Journal reported late Friday.",Alibaba,Technology,2,2,2,,,,
"Dermira, Yodlee set price targets as post-Alibaba IPO action heats up Dermira, Yodlee set price targets as post-Alibaba IPO action heats up",Silicon Valley/San Jose Business Journal,9/22/2014,561,"Skin treatment developer Dermira and financial services software company Yodlee have set terms for upcoming IPOs, part of a wave of offerings that are expected before the end of the year.",Alibaba,Technology,2,2,2,,,,
Alibaba's IPO ranks as world's biggest,Wichita Business Journal Online,9/22/2014,136,"Chinese e-commerce company Alibaba Group Holding Ltd. has raised $25 billion in its initial public offering, setting a record for the largest IPO in the world.",Alibaba,Technology,2,2,4,,,,
Alibaba shares slip 4.3% after its huge IPO,Argus Leader,9/23/2014,302,,Alibaba,Technology,2,3,4,,,,
Alibaba shares slip 4.3% after its huge IPO Alibaba shares slip 4.3% after its huge IPO Alibaba shares slip 4.3% after its huge IPO Alibaba shares slip 4.3% after its huge IPO Alibaba shares slip 4.3% after its huge IPO Alibaba shares slip 4.3% after its huge IPO Alibaba shares slip 4.3% after its huge IPO Alibaba shares slip 4.3% after its huge IPO Alibaba shares slip 4.3% after its huge IPO Alibaba shares slip 4.3% after its huge IPO Alibaba shares slip 4.3% after its huge IPO Alibaba shares slip 4.3% after its huge IPO Alibaba slips 4.3% after its huge IPO,Asbury Park Press,9/23/2014,302,Freshly minted shares of Alibaba dropped 4.3% Monday amid a broad sell-off and profit-taking following the Chinese e-commerce giant's 38% surge Friday.,Alibaba,Technology,2,3,4,,,,
Alibaba shares slip 4.3% after its huge IPO,Clarion-Ledger,9/23/2014,301,,Alibaba,Technology,2,3,4,,,,
Alibaba shares slip 4.3% after its huge IPO,Courier-Post,9/23/2014,301,,Alibaba,Technology,2,3,4,,,,
Alibaba shares slip 4.3% after its huge IPO,Democrat & Chronicle,9/23/2014,302,,Alibaba,Technology,2,3,4,,,,
Alibaba shares slip 4.3% after its huge IPO,Florida Today,9/23/2014,302,,Alibaba,Technology,2,3,4,,,,
Alibaba shares slip 4.3% after its huge IPO,Fort Collins Coloradoan,9/23/2014,301,,Alibaba,Technology,2,3,4,,,,
Alibaba shares slip 4.3% after its huge IPO,Greenville News,9/23/2014,301,,Alibaba,Technology,2,3,4,,,,
"With Alibaba IPO Done, Gates Open For New Issues 14 IPOs Scheduled This Week Market on track to have most active IPO year since 2000 dot-com...",Investor's Business Daily,9/23/2014,831,"With Alibaba Group out of the way, the market for initial public offerings kicks into a new gear this week with 14 companies set to go public.",Alibaba,Technology,2,3,1,,,,
Alibaba shares slip 4.3% after its huge IPO,Journal & Courier,9/23/2014,301,,Alibaba,Technology,2,3,4,,,,
Yahoo stock sinks after Alibaba IPO,Los Angeles Times,9/23/2014,176,"Yahoo Inc.'s stock fell as investors grappled with uncertainty about the Sunnyvale, Calif., company's future in the wake of last week's record-setting Wall Street debut by the Chinese e-commerce giant Alibaba.",Alibaba,Technology,2,3,1,,,,
Alibaba sets a record for world's largest IPO,Los Angeles Times,9/23/2014,180,,Alibaba,Technology,2,3,1,,,,
Did Alibaba's IPO signal a top in the stock market? An experienced researcher suggests the S&P 500 could drop up to 18%,MarketWatch,9/23/2014,1246,"An experienced researcher suggests the S&P 500 could drop up to 18% CHAPEL HILL, N.C. (MarketWatch) É?? Wouldn't it be ironic if this great bull market ended last Friday, on the occasion of Alibaba's record-setting IPO, the largest in ...",Alibaba,Technology,2,3,1,,,,
This is where the Alibaba IPO went wrong; Founder Jack Ma and his bankers seem to have misjudged demand,MarketWatch,9/23/2014,936,"Founder Jack Ma and his bankers seem to have misjudged demand SAN FRANCISCO (MarketWatch) É?? Alibaba Group Holding Ltd.'s initial public offering, by superficial measures, was a huge success. The price popped more than 38% on the first day of ...",Alibaba,Technology,2,3,1,,,,
Alibaba shares slip 4.3% after its huge IPO,News-Leader,9/23/2014,302,,Alibaba,Technology,2,3,4,,,,
Alibaba shares slip 4.3% after its huge IPO,News-Press,9/23/2014,302,,Alibaba,Technology,2,3,4,,,,
Alibaba shares slip 4.3% after its huge IPO,Pensacola News Journal,9/23/2014,302,,Alibaba,Technology,2,3,4,,,,
Alibaba shares slip 4.3% after its huge IPO,Reno Gazette-Journal,9/23/2014,301,,Alibaba,Technology,2,3,4,,,,
Why Yahoo has plummeted more than 8 percent since the Alibaba IPO,Silicon Valley/San Jose Business Journal,9/23/2014,242,"Now that investors can publicly buy shares of Alibaba Group Holding Ltd., many of them have shed their ownership of Yahoo Inc.,  the Wall Street Journal reports.",Alibaba,Technology,2,3,2,,,,
Alibaba shares slip 4.3% after its huge IPO,St. Cloud Times,9/23/2014,302,,Alibaba,Technology,2,3,4,,,,
Alibaba shares slip 4.3% after its huge IPO,Statesman Journal,9/23/2014,302,,Alibaba,Technology,2,3,4,,,,
Alibaba shares slip 4.3% after its huge IPO,The Courier-Journal,9/23/2014,301,,Alibaba,Technology,2,3,4,,,,
Alibaba shares slip 4.3% after its huge IPO,The Daily Advertiser,9/23/2014,302,,Alibaba,Technology,2,3,4,,,,
Alibaba shares slip 4.3% after its huge IPO,The Des Moines Register,9/23/2014,302,,Alibaba,Technology,2,3,4,,,,
Alibaba shares slip 4.3% after its huge IPO Alibaba shares slip 4.3% after its huge IPO Alibaba shares slip 4.3% after its huge IPO Alibaba shares slip 4.3% after its huge IPO Alibaba shares slip 4.3% after its huge IPO Alibaba shares slip 4.3% after its huge IPO Alibaba shares slip 4.3% after its huge IPO Alibaba shares slip 4.3% after its huge IPO,The News Journal,9/23/2014,301,Freshly minted shares of Alibaba dropped 4.3% Monday amid a broad sell-off and profit-taking following the Chinese e-commerce giant's 38% surge Friday.,Alibaba,Technology,2,3,4,,,,
Va. drops fraud suit against JPMorgan Alibaba's IPO ranks as world's biggest,The Washington Post,9/23/2014,836,"Virginia Attorney General Mark R. Herring (D) on Monday dropped JPMorgan Chase from a mortgage-securities lawsuit against the country's biggest banks after learning that his predecessor, Ken Cuccinelli II (R), had struck a confidential ...",Alibaba,Technology,2,3,1,,,,
Alibaba slips 4.3% after its huge IPO,USA Today,9/23/2014,286,,Alibaba,Technology,2,3,1,,,,
"Citizens IPO raises $3B, topped only by Alibaba's",Pittsburgh Business Times Online,9/24/2014,183,"Citizens Financial Group Inc., Providence, R.I.-based parent of the second-biggest bank serving Pittsburgh, raised $3 billion during in its initial public offering Tuesday. Citizens (NYSE:CFG) is owned by the Royal Bank of Scotland, which ...",Alibaba,Technology,2,4,4,,,,
Yahoo Handed Its Third Downgrade Since Alibaba IPO,Investor's Business Daily,9/25/2014,394,"RBC Capital Markets became the third investment bank to downgrade consumer Web portal Yahoo (YHOO) this week, saying the troubled company is no longer benefitting from Alibaba (BABA) now that the China Internet giant's IPO has passed. RBC ...",Alibaba,Technology,2,5,1,,,,
Alibaba options contracts may be nearly as buzzy as the IPO; Options to sell will likely be a lot more expensive than those to buy Alibaba...,MarketWatch,9/26/2014,583,"Options to sell will likely be a lot more expensive than those to buy Alibaba shares. If you've been itching to buy some protection against you're Alibaba shares potentially tanking, you'll finally get your chance on Monday.",Alibaba,Technology,2,6,1,,,,
Investors in Alibaba Ipo don't see the red flags Investors in Alibaba IPO don't see the red flags,The Patriot Ledger,9/27/2014,693,"Shares in Alibaba, which opened for trading Sept. 19, are like a new high-end sports car. All anyone can talk about is how fast it goes, how good it looks, and how they wish they could take it for a little spin.",Alibaba,Technology,2,7,4,,,,
Investors in Alibaba IPO don't see the red flags,The Enterprise,9/28/2014,692,,Alibaba,Technology,2,1,4,,,,
Didn't get in early on the Alibaba IPO ? These ETFs did,Investment News,9/29/2014,409,"With the dust still settling around Sept. 19's historic stock offering by Alibaba Group Holding Ltd. (BABA), two exchange-traded funds have tweaked their policies to include the new stock earlier than normal.",Alibaba,Technology,2,2,2,,,,
Yahoo Take-Home From Alibaba IPO: A Cool $9.4 Billion,Investor's Business Daily,10/1/2014,297,"Talk about a potent war chest. Yahoo (YHOO) netted some $9.4 billion from the sale of shares it held in China e-commerce leader Alibaba, according to a regulatory filing on Tuesday.",Alibaba,Technology,2,4,1,,,,
Alibaba Fuels Triple-Digit Growth In IPO Proceeds,Investor's Business Daily,10/1/2014,298,"The historic Alibaba Group IPO pushed the amount of all proceeds raised globally to $56 billion in the third quarter, up 197% from the $19 billion in Q3 2013, reports Renaissance Capital.",Alibaba,Technology,2,4,1,,,,
KraneShares; KraneShares CSI China Internet ETF KWEB delivers a strong one year total return and surpasses $100 million in assets under management ahead of the Alibaba IPO as of 8/31/2014,Journal of Engineering,10/1/2014,357,By a News Reporter-Staff News Editor at Journal of Engineering -- KWEB achieved a one-year track record in August 2014 and was the best performing Technology ETF and China Region ETF in the United States. KWEB's ...,Alibaba,Technology,2,4,4,,,,
Wayfair IPO marks first test for e-commerce offering since Alibaba,MarketWatch,10/1/2014,272,"Online home-goods retailer Wayfair Inc. is set to price its initial public offering late Wednesday, the first test for an ecommerce business following Alibaba Group Holding Ltd.'s massive IPO last month.",Alibaba,Technology,2,4,1,,,,
Yahoo wins big on Alibaba IPO,Investor's Business Daily,10/2/2014,76,"After selling 140 mil shares of newly public Alibaba (BABA) at 68 a share, Yahoo (YHOO) netted $9.4 bil vs. analyst views that leaned closer to $6 bil. Yahoo retains a 15% stake in the Chinese e-commerce firm, down from an earlier pre-IPO ...",Alibaba,Technology,2,5,1,,,,
"Riding Alibaba momentum, Bay Area IPO freeze ends",Contra Costa Times,10/3/2014,999,,Alibaba,Technology,2,6,4,,,,
Alibaba IPO may lead more Chinese companies to merge with U.S. SPACs,The Deal,10/3/2014,1015,The success of Chinese e-commerce giant Alibaba Group Holding Ltd. (BABA)'s $22 billion initial public offering may result in more private Chinese companies seeking business combinations with U.S.-listed special purpose acquisition ...,Alibaba,Technology,2,6,2,,,,
"Riding Alibaba momentum, Bay Area IPO freeze ends Riding Alibaba momentum, Bay Area IPO freeze ends",The Oakland Tribune,10/3/2014,994,"With lingering excitement over last month's record-breaking initial public offering energizing the tech world, the Bay Area is breaking its brief lull and companies are heading to the public markets on the long coattails of Alibaba.",Alibaba,Technology,2,6,4,,,,
ConvergEx Group; ConvergEx Group Survey Supports Decision to Increase Alibaba IPO Price Range,Investment Weekly News,10/4/2014,390,"By a News Reporter-Staff News Editor at Investment Weekly News -- ConvergEx Group, a leading provider of global brokerage and trading-related services, has released selected results of its Alibaba IPO Roadshow ...",Alibaba,Technology,2,7,2,,,,
Alibaba's IPO: What Do You Do For An Encore? Jack Ma's toughest challenge could be his next act,Investor's Business Daily,10/6/2014,1075,"Following Alibaba Group's historic $25 billion initial public offering, one question remains for the huge Chinese e-commerce sensation: Now what?",Alibaba,Technology,2,2,1,,,,
Halo Effect of Alibaba's IPO Doesn't Last,The Wall Street Journal,10/6/2014,344,Some tech firms have been able to ride the wake of Alibaba Group Holding's strong initial public offering. That effect is beginning to subside.,Alibaba,Technology,2,2,1,,,,
"Alibaba IPO Led $37B Third Quarter, But Cracks Starting To Show",Forbes,10/7/2014,32,"Alibaba's massive offering headlined a banner quarter for IPOs, but broader market malaise could soften demand.",Alibaba,Technology,2,3,1,,,,
YAHOO CEO UNDER INVESTOR PRESSURE; HUGE CASH HOARD FROM ALIBABA IPO SPURS CALLS TO BOOST LAGGING REVENUE,San Jose Mercury News,10/8/2014,929,"SUNNYVALE -- Two years into her reign as Yahoo's chief executive, Marissa Mayer is sitting on a mountain of cash from the Alibaba IPO even as she faces an investor revolt that could derail her long-range plans for the Sunnyvale Internet ...",Alibaba,Technology,2,4,2,,,,
Alibaba keeps analysts bullish month after IPO,China Daily-US Edition,10/17/2014,736,"Nearly a month after a successful initial public offering (IPO) on the New York Stock Exchange, shares of Alibaba Group Holding Ltd (BABA) are trading below the first-day closing price and analysts cite general market weakness for the ...",Alibaba,Technology,2,6,4,,,,
