Headline,Source,Date,Word Count,Text,Company,Industry,IPO Period,Day of Week,Source Tier,Sentiment,List Price,Market Price,Difference,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facebook Sets IPO Price Range At $28 To $35 A Share,The Wall Street Journal,5/3/2012,1019,,Facebook,Technology,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facebook IPO Jackpot: What Everyone is Worth on Paper,The Wall Street Journal,5/3/2012,627,We can finally estimate how much Facebook CEO Mark Zuckerberg and his fellow shareholders are worth.,Facebook,Technology,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facebook IPO Top Would Give Zuckerberg $18.7 Billion Stake Facebook IPO: Zuckerberg Stake Could Reach $18.7 Billion,The Wall Street Journal,5/3/2012,314,By David Benoit Facebook's IPO could be make Mark Zuckerberg a cool $18.7 billion.,Facebook,Technology,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facebook IPO: Zuckerberg Stake Could Reach $18.7 Billion,The Wall Street Journal,5/3/2012,310,,Facebook,Technology,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Facebook Sets IPO Price Range; Accel, DST, Goldman Selling Shares",The Wall Street Journal,5/3/2012,57,,Facebook,Technology,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facebook IPO: Instagram Could Add 10% in Value Facebook IPO: Instagram Could Add 10% in Value,The Wall Street Journal,5/3/2012,223,"By David Benoit Just think, Instagram could actually be worth more than the $1 billion Facebook agreed to pay for it last month.",Facebook,Technology,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facebook IPO: Instagram Could Add 10% in Value,The Wall Street Journal,5/3/2012,226,,Facebook,Technology,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FACEBOOK IPO COULD RAISE $6.3 BILLION FOR FIRM,TR Daily,5/3/2012,95,"Facebook, Inc., said in a Securities and Exchange Commission filing that it is targeting a $28 to $35 per share price range for its proposed initial public offering of common stock, implying a range of gross proceeds for the 180 million ...",Facebook,Technology,1,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FACEBOOK PREPARES FOR RECORD-HIGH IPO,Akron Beacon Journal,5/4/2012,104,"Facebook plans to make the year's most eagerly awaited market debut this month, an initial public offering that could value it at $86 billion.",Facebook,Technology,1,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FACEBOOK IPO COULD SET MARK,Augusta Chronicle,5/4/2012,250,,Facebook,Technology,1,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facebook narrows in on IPO price,Business First of Louisville,5/4/2012,110,"Facebook Inc. has set a price range of $28 to $35 for its planned initial public offering. As USA Today reported, the IPO could raise about $10.6 billion, based on the price range the company disclosed in a U.S. Securities and Exchange ...",Facebook,Technology,1,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facebook sets $28 to $35 price range for IPO Facebook reveals price range for its IPO Facebook sets price range for site's IPO,Chicago Sun-Times,5/4/2012,312,"Facebook has set a price range of $28 to $35 for its initial public offering of stock. At the high end, this could raise as much as $11.8 billion. If the underwriters sell the extra stock reserved for overallotments, the IPO will value ...",Facebook,Technology,1,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facebook IPO to approach $12 billion Filing indicates stock's likely range will be $28 to $35,Chicago Tribune,5/4/2012,537,"Facebook Inc. takes its show on the road next week to build support for an initial public offering it said could value the company at as much as $96 billion, eclipsing the first offerings of search giant Google Inc. and every Web company ...",Facebook,Technology,1,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5 reasons to not 'like' Facebook's IPO,CNN Wire,5/4/2012,1547,"Commentary NEW YORK (CNNMoney) -- I sort of ""like"" Facebook as a company and service. I am one of the social network's more than 900 million members worldwide. Odds are you have a Facebook account too. (Although my page is as barren as the ...",Facebook,Technology,1,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facebook sets price range for site's IPO,Corpus Christi Caller Times,5/4/2012,317,,Facebook,Technology,1,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facebook sets share price range for IPO,Dayton Business Journal Online,5/4/2012,306,"Facebook Inc. set the price range for its IPO at between $28 and $35 per share, the company said in a regulatory filing Thursday. That could raise up to $13.6 billion for the company and shareholders. It would also value the Menlo Park ...",Facebook,Technology,1,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facebook reveals price range for its IPO,Detroit Free Press,5/4/2012,347,,Facebook,Technology,1,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stock price; Facebook sets its IPO at $28 to $35,Houston Chronicle,5/4/2012,120,"NEW YORK - Facebook has set a price range of $28 to $35 for its initial public offering of stock. At the high end, this could raise as much as $11.8 billion. If the underwriters sell the extra stock reserved for over-allotments, the IPO will ...",Facebook,Technology,1,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facebook valued at up to $95B in IPO price range; Company's expected valuation will easily exceed other well-known corporations,Idaho Press-Tribune,5/4/2012,588,"NEW YORK - Facebook, the company that turned the Web social, has set a price range for an initial public offering of stock that values the company at up to $95 billion .",Facebook,Technology,1,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LinkedIn Connects As Q1 EPS Rises 150% 5 Mil More Join Each Month Professional social site's shares jump after hours; Facebook IPO looming,Investor's Business Daily,5/4/2012,556,"Online professional networking site LinkedIn (LNKD) late Thursday reported first-quarter results that flew past analyst estimates, as it continues to add about 5 million new members per month.",Facebook,Technology,1,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facebook IPO: Up To $13.6 Bil,Investor's Business Daily,5/4/2012,86,"That's at the high end of the $28-$35 price range and includes overallotments. Up to $6.3 bil would go to the software networking giant, valuing it at $77 bil-$96 bil. Google (GOOG) raised just under $2 bil in its in '04 debut. ...",Facebook,Technology,1,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facebook IPO prices out at $96B,Kansas City Business Journal Online,5/4/2012,128,"Facebook Inc.'s May 18 initial public stock offering could go for as much as $96 billion,  The Wall Street Journal reports. The social media giant would become the most valuable U.S. technology company at the time of its IPO and give it a ...",Facebook,Technology,1,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ROAD TO IPO; Price range set for big IPO; Facebook hopes to get $28 to $35 a share, which could value it at $96 billion.",Los Angeles Times,5/4/2012,747,Facebook Inc. takes its show on the road next week to build support for an initial public offering that it said could value the company at as much as $96 billion -- eclipsing the first offerings of search giant Google Inc. and every Web ...,Facebook,Technology,1,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facebook's Zuckerberg: Today's Don Draper; Analysis: CEO gets into É??Mad Men' character for IPO,MarketWatch,5/4/2012,794,"SAN FRANCISCO (MarketWatch) É?? É??It's not called the wheel. It's called the carousel.É?ù Fans of the AMC television series É??Mad MenÉ?ù will recognize these words as those of 1960s advertising executive Don Draper, played by actor Jon Hamm. Draper ...",Facebook,Technology,1,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Analysts Pore Over Facebook IPO,MediaPost.com,5/4/2012,374,,Facebook,Technology,1,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Analysts Pour Over Facebook IPO Analysts Pore Over Facebook IPO,MediaPost.com,5/4/2012,374,"With Facebook's big day looming, Web watchers are dissecting the company's IPO plans, its bold financial projections, and the risks that investors will assume. ""Facebook is betting its growth prospects will persuade investors to pay 99 ...",Facebook,Technology,1,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facebook targets IPO to raise up to $13.6 billion,Memphis Business Journal Online,5/4/2012,162,"Facebook Inc. set the price range for its IPO at between $28 and $35 per share, the company said in a regulatory filing Thursday, the Silicon Valley/San Jose Business Journal reports.",Facebook,Technology,1,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facebook IPO valued at as much as $95 billion,Montgomery Advertiser,5/4/2012,475,"NEW YORK É?? Facebook, the company that turned the social Web into a cultural and business phenomenon, is worth as much as $95 billion, according to the price range for its upcoming initial public offering of stock.",Facebook,Technology,1,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Today's e-Reads: California Will Cash in on Facebook's IPO,National Journal,5/4/2012,97,"California and the federal government stand to reap rich tax paydays from the Facebook IPO, reports the Los Angeles Times.?ˇ Yahoo to investigate background of CEO Scott Thompson after false education credential comes to light, reports the ...",Facebook,Technology,1,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facebook aims for record $96B valuation at IPO,New Mexico Business Weekly Online,5/4/2012,174,"Facebook Inc. has estimated that it will be valued at $96 billion when its May 18 initial public offering arrives. The Wall Street Journal reports that if Facebook's estimate is correct, it would break the record for the highest-valued debut ...",Facebook,Technology,1,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZUCK EYES $12B IPO Facebook debut will leave Google launch in dust,New York Post,5/4/2012,569,"Facebook is headed for the record books. CEO Mark Zuckerberg's social networking company finally filled in the blanks yesterday for investors, setting a share price range of $28 to $35 for its initial public offering, sealing Facebook's ...",Facebook,Technology,1,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Business Briefs; Facebook sets IPO price,Omaha World-Herald,5/4/2012,331,"Social-networking site Facebook is valuing itself at as much as $96 billion in its initial public offering, the largest on record for an Internet company. Facebook and its holders plan to sell about 337.4 million shares at $28 to $35 each, ...",Facebook,Technology,1,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facebook targets IPO to raise up to $13.6B,Orlando Business Journal Online,5/4/2012,161,"Facebook Inc. set the price range for its IPO at between $28 and $35 per share, the company said in a regulatory filing Thursday, the Silicon Valley/San Jose Business Journal reports.",Facebook,Technology,1,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FACEBOOK VALUED AT UP TO $95B IN IPO PRICE RANGE,Pittsburgh Post-Gazette,5/4/2012,596,"NEW YORK -- Facebook, the company that turned the Web social, has set a price range for an initial public offering of stock that values the company at as much as $95 billion.",Facebook,Technology,1,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Facebook sets IPO target at up to $11.8 billion ; Some investors will steer clear of the stock, but others will jump in and pay $28 to $35 per share.",Portland Press Herald,5/4/2012,708,"Facebook sets IPO target at up to $11.8 billion Some investors will steer clear of the stock, but others will jump in and pay $28 to $35 per share.",Facebook,Technology,1,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Facebook IPO: An Investor Relations Perspective,PR Newswire,5/4/2012,242,"NEW YORK, May 4, 2012 /PRNewswire/ -- While we've heard from bankers and analysts about the Facebook IPO, very rarely do we hear from Investor Relations practitioners whose job is to understand and communicate value of public companies.",Facebook,Technology,1,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facebook IPO to cost $28 to $35,Press-Telegram,5/4/2012,380,"The Associated Press NEW YORK - Facebook has set a price range of $28 to $35 for its initial public offering of stock. At the high end, this could raise as much as $11.8 billion. If the underwriters sell the extra stock reserved for ...",Facebook,Technology,1,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facebook Inc Plans To Raise $10.6 Billion In IPO-Reuters,Reuters,5/4/2012,264,"Date Announced: 20120504 Reuters reported that Facebook Inc aims to raise about $10.6 billion. Facebook indicated an Initial Public Offering (IPO) price range of between $28 and $35 a share on Thursday, which would value Facebook at $77 ...",Facebook,Technology,1,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facebook sets price range for site's IPO,San Angelo Standard-Times,5/4/2012,486,May 12 1477 1482.75 1461 1468.75 -11.25 Jul 12 1465 1488.75 1465 1473.50 -11.50 Aug 12 1465.25 1467.75 1447.75 1452.50 -13.25 Sep 12 1404 1411.75 1395.50 1400 -9.75 Nov 12 1367.25 1373.75 1362 1367.75 -.50 Jan 13 1360.75 1366.75 1355.50 ...,Facebook,Technology,1,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facebook IPO to give Zuckerberg windfall,San Francisco Business Times Online,5/4/2012,115,"Facebook Inc. co-founder Mark Zuckerberg will cement his status as one of the world's wealthiest men following Facebook's initial public offering, slated for May 18.",Facebook,Technology,1,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FACEBOOK SETS IPO VALUE ABOVE $86 BILLION; ABOUT HALF OF THE SHARES, ESTIMATED AT $28-$35, TO COME FROM COMPANY INSIDERS",San Jose Mercury News,5/4/2012,620,"Facebook will go public with a share price of $28 to $35, according to updated documents filed Thursday with the U.S. Securities and Exchange Commission. That would set the social network's total valuation as high as $86.6 billion, although ...",Facebook,Technology,1,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facebook targets IPO to raise up to $13.6B,South Florida Business Journal,5/4/2012,162,"Facebook Inc. set the price range for its IPO at between $28 and $35 per share, the company said in a regulatory filing Thursday, the Silicon Valley/San Jose Business Journal reports.",Facebook,Technology,1,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facebook looks to raise $10.6 billion in IPO,St. Louis Business Journal Online,5/4/2012,125,"Facebook Inc. on Thursday set the price range for its initial public offering at between $28 and $35 a share, which would value the company at $77 billion to $96 billion, Reuters reports. The social network company's stock could begin ...",Facebook,Technology,1,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Share in this site, $28; Facebook set a share price range between $28 and $35 for its IPO, coming May 18",St. Paul Pioneer Press,5/4/2012,475,,Facebook,Technology,1,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facebook up to $95B in IPO price range FACEBOOK IPO COULD SET MARK,The Hawk Eye,5/4/2012,216,"NEW YORK -- Facebook, the company that turned the Web social, has set a price range for an initial public offering of stock that values the company at up to $95 billion.",Facebook,Technology,1,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facebook IPO Solidifies Zuckerberg's Wealth,The Ledger,5/4/2012,179,Facebook's $11.8 billion initial public offering will cement the status of 27-year-old Mark Zuckerberg as one of the world's richest men and put his social network among the nation's highest-valued companies. Facebook is offering about ...,Facebook,Technology,1,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facebook seeks up to $11.8 billion in biggest Internet IPO,The News Tribune,5/4/2012,375,"May 4 2012 NEW YORK É?? Facebook Inc., the world's most popular social- networking site, is seeking as much as $11.8 billion in its initial public offering, the largest on record for an Internet company.",Facebook,Technology,1,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Facebook to price stock at $28-$35 for debut; 'IPO road show' next step; CEO Zuckerberg to keep tight control after IPO Share in this site, $28; Facebook set a share price range between $28 and $35 for its IPO, coming May 18",The Seattle Times,5/4/2012,593,"NEW YORK É?? Facebook, the company that turned the Web social, has set a price range for an initial public offering of stock that values the company at up to $95 billion.",Facebook,Technology,1,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Preparing for IPO, Facebook valued at $96B",The Star-Ledger,5/4/2012,784,"Facebook, the world's most popular social-networking site, is valuing itself at as much as $96 billion in its initial public offering, the largest on record for an internet company.",Facebook,Technology,1,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facebook IPO to make Zuckerberg richer than Microsoft's Ballmer,The Sun-News,5/4/2012,593,Facebook's $11.8 billion initial public offering will cement the status of 27-year-old Mark Zuckerberg as one of the world's richest men and put his social network among the nation's highest-valued companies.,Facebook,Technology,1,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facebook's IPO values company up to $95 billion,The Virginian-Pilot,5/4/2012,179,"FACEBOOK, the company that helped turn the Web social, has set a price range for an initial public offering of stock that values the company at up to $95 billion. It would be the biggest Internet company IPO. Facebook disclosed the price ...",Facebook,Technology,1,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
