,Headline,Source,Date,Word Count,Text,Company,Industry,IPO Period,Day of Week,Source Tier,neutral,weakneg,weakpos,strongpos,strongneg
112,Alibaba IPO plans: Many questions unanswered,Gannett News Service,5/7/2014,626,Jon Swartz and Gary Strauss  USATODAY Alibaba's long-awaited registration statement for the Chinese e- commerce giant's public stock offering runs more than 2 300 pages. Yet potential investors who want to snap up what could eventually be a ...,Alibaba,Technology,1,4,3,4,0,1,2,0
113,For Yahoo  Alibaba IPO means shot at the top again,Gannett News Service,9/8/2014,1033,"Mike Snider  USA TODAY Alibaba's initial public offering  expected later this month  could be a case of ""open sesame"" for Yahoo  which has a minority stake in the Chinese e-commerce giant.",Alibaba,Technology,1,2,3,6,2,2,0,0
114,Trade talk suggests Alibaba IPO could hit $150B,Greenville News,8/28/2014,675,san francisco â Alibaba shares were offered for sale by insiders on secondary equity markets at valuations ranging from $120 billion to $130 billion in the past six months  say two private-fund managers.,Alibaba,Technology,1,5,4,2,0,2,0,0
115,Alibaba IPO revives 2000 memories,Greenville News,9/5/2014,363,"Britney Spears' Oops! ... I Did It Again was a top album of 2000. Well  it's back to the future on Wall Street  as the bubbling initial public offering market is prompting investors to hope they don't have another 2000-style ""oops"" moment  ...",Alibaba,Technology,1,6,4,2,0,3,3,0
116,Alibaba expects $20B in IPO,Greenville News,9/6/2014,433,"The Chinese Internet company Alibaba disclosed terms of its massive upcoming IPO  putting the wheels in motion ahead of its ""roadshow"" next week to woo investors in a deal likely to start trading in about two weeks.",Alibaba,Technology,1,7,4,4,0,2,1,0
117,For Yahoo  Alibaba IPO means shot at top again,Greenville News,9/9/2014,435,,Alibaba,Technology,1,3,4,2,0,2,0,0
118,Alibaba's IPO debut roars,Greenville News,9/20/2014,642,,Alibaba,Technology,2,7,4,0,0,0,0,0
119,Alibaba shares slip 4.3% after its huge IPO,Greenville News,9/23/2014,301,,Alibaba,Technology,2,3,4,2,0,0,0,0
120,Alibaba talks corporate governance to potential IPO investors,HedgeWorld News,9/9/2014,923,NEW YORK (Reuters)âAlibaba Group Holding Ltd. founder Jack Ma on Monday [Sept. 8] surprised potential investors at a standing-room only event in New York by addressing governance concerns over the Chinese e-commerce giant  including a ...,Alibaba,Technology,1,3,4,3,0,2,0,2
121,Alibaba to Raise $21.8 Billion in Largest US IPO,Hollywood Reporter,9/18/2014,256,Chinese e-commerce company Alibaba priced its initial public offering late Thursday at $68 a share  enough to make in the largest U.S. IPO in history. The stock will begin trading Friday on the New York Stock Exchange under the symbol  ...,Alibaba,Technology,1,5,4,2,0,0,0,0
122,U.S. Retail sales and labor data to watch this week  Alibaba prepares for IPO,ICN.com Financial Markets,9/7/2014,522,Next week`s economic agenda will be light  which will alow investors to contemplate last week`s European Central Bank`s announcements and U.S. data ahead of major events in the following week  including the Federal Reserve`s monetary policy ...,Alibaba,Technology,1,1,4,4,0,0,1,0
123,FOMC could hint at policy normalization timeline  Alibaba aims for biggest IPO ever,ICN.com Financial Markets,9/14/2014,917,This week`s Federal Reserve monetary policy meeting could give clearer signals on when it will start hiking the cost of borrowing in the U.S. As the U.S. economy continues to gain pace  the Federal Reserve comes even closer to raising ...,Alibaba,Technology,1,1,4,6,0,3,2,0
124,Yahoo rakes in jackpot from Alibaba's IPO Yahoo rakes in another jackpot from Alibaba's IPO,Idaho Press-Tribune,9/20/2014,502,SAN FRANCISCO - Yahoo is making amends for years of blundering with one smart move: an early investment in China's Alibaba Group that has turned into a multibillion-dollar boon.,Alibaba,Technology,2,7,4,0,0,2,0,2
125,IPO; Alibaba is seeking riches on N.Y. Stock Exchange,Inland Valley Daily Bulletin,9/19/2014,158,,Alibaba,Technology,2,6,4,0,0,0,1,0
126,Sullivan & Cromwell's Payne counsels underwriters on Alibaba IPO,Inside Counsel,7/24/2014,233,It's the buzziest IPO of the year so far  and Sarah P. Payne is part of itâAlibaba's proposed public offering. The Sullivan & Cromwell partner is one of the attorneys advising the underwriters on the U.S. IPO of the Chinese company. ...,Alibaba,Technology,1,5,4,2,0,0,0,0
127,Didn't get in early on the Alibaba IPO ? These ETFs did,Investment News,9/29/2014,409,With the dust still settling around Sept. 19's historic stock offering by Alibaba Group Holding Ltd. (BABA)  two exchange-traded funds have tweaked their policies to include the new stock earlier than normal.,Alibaba,Technology,2,2,2,2,0,0,3,0
128,ConvergEx Group; Financial Industry Participants Expect Successful Alibaba Group IPO But Aren't Ready to Invest,Investment Weekly News,7/19/2014,304,By a News Reporter-Staff News Editor at Investment Weekly News -- ConvergEx Group  a leading provider of global brokerage and trading-related services  has released the results of its Alibaba IPO Survey  ...,Alibaba,Technology,1,7,2,0,0,2,2,0
129,BDO USA  LLP; Investment Bankers Believe Alibaba Will Be Largest IPO of All Time According to BDO USA  LLP,Investment Weekly News,8/2/2014,768,By a News Reporter-Staff News Editor at Investment Weekly News -- According to a new study (http://www.bdo.com/2014-ipo-survey) by BDO USA  LLP  one of the nation's leading accounting and consulting ...,Alibaba,Technology,1,7,2,0,0,2,0,0
130,ConvergEx Group; ConvergEx Group Survey Supports Decision to Increase Alibaba IPO Price Range,Investment Weekly News,10/4/2014,390,By a News Reporter-Staff News Editor at Investment Weekly News -- ConvergEx Group  a leading provider of global brokerage and trading-related services  has released selected results of its Alibaba IPO Roadshow ...,Alibaba,Technology,2,7,2,0,0,0,2,0
131,IPO Activity Surges In Numbers  Price Even Before Alibaba 10 New Issues This Week U.S. listings double pace of 2013  a 9-year high; King...,Investor's Business Daily,3/18/2014,766,The IPO market is moving at a blistering pace with the average price of new issues this year up nearly 40% from their offering price. And the 45 initial public offerings completed thus far is double the amount from the same period last year  ...,Alibaba,Technology,1,3,1,6,0,2,0,1
132,GrubHub's Strong Debut Shows Heavy IPO Appetite 13 New Issues Are On Tap Startups lining up to go public; Alibaba Group hasn't formally filed yet,Investor's Business Daily,4/7/2014,734,Hungry investors could not get enough of GrubHub  which soared 31% in Friday's debut. The online provider of restaurant food orders for delivery priced at an above-range 26  opened at 40 and closed at 34  despite a sharp market sell-off.,Alibaba,Technology,1,2,1,6,6,2,0,0
133,Alibaba Documentary Release Set; IPO Filing Expected,Investor's Business Daily,4/21/2014,292,A documentary filmmaker said Monday that a movie detailing the rise of China's Alibaba Group is set for global release at the end of May. The announcement by Taluswood Films comes as the China e-commerce leader is expected to file this week ...,Alibaba,Technology,1,2,1,0,0,0,0,0
134,IPO Market Gets Reboot Following Lull; Alibaba Awaits,Investor's Business Daily,5/5/2014,390,Nine initial public offerings are on the calendar this week  including two from the tech sector and three from the medical field. This week's offerings come amid a slow period  after a sizzling IPO market in the first quarter.,Alibaba,Technology,1,2,1,0,2,0,0,0
135,China Giant Alibaba Finally Files For IPO On U.S. Exchange But Is It NYSE Or Nasdaq? New issue may end up raising some $20 billion...,Investor's Business Daily,5/7/2014,594,Alibaba Group filed its long-awaited initial public offering late Tuesday  setting the stage for what is expected to be the big gest U.S. listing since Facebook's.,Alibaba,Technology,1,4,1,4,0,0,0,0
136,Alibaba IPO Could Be Largest,Investor's Business Daily,5/12/2014,94,Alibaba Group filed its long-awaited initial public offering in what is expected to be the biggest U.S. listing since Facebook (FB) â if not ever. Expectations are that China's e-commercial giant might sell a 12% stake  which would make ...,Alibaba,Technology,1,2,1,10,2,0,0,0
137,Alibaba's Growth Called Impressive  But It Has Slowed Firm Updates U.S. IPO Filing Its March-quarter sales increased 38% this year vs. 71...,Investor's Business Daily,6/17/2014,595,China e-commerce leader Alibaba Group gave new details Monday related to its upcoming initial public offering  showing slowing â though still fast â growth and revealing its management structure for the first time.,Alibaba,Technology,1,3,1,12,0,0,0,0
138,Alibaba Provides IPO Details,Investor's Business Daily,6/17/2014,75,The Chinese e-commerce giant gave more data about its financials and partnership structure ahead of what might be the largest U.S. IPO. Q1 revenue rose 38% to $1.9 bil  while net income rose 32% to $890 mil. Alibaba also revealed its top ...,Alibaba,Technology,1,3,1,6,0,0,0,0
139,GoPro IPO Takes A Perfect Picture  Rising 31% In Debut Alibaba Will List On NYSE Maker of action cameras profitable  fast growing; best IPO...,Investor's Business Daily,6/27/2014,630,GoPro turned in a pro performance Thursday in its market debut  the IPO headliner in a hectic week that indicates heightened exuberance for new issues.,Alibaba,Technology,1,6,1,0,0,1,4,2
140,Yahoo Q2 Misses; Alibaba Brightens Picture Revenue  Net Income Decline U.S. firm can retain bigger stake in China e-com giant after that co...,Investor's Business Daily,7/16/2014,808,Yahoo late Tuesday posted Q2 earnings and sales that missed Wall Street views  but the U.S. Web portal said it struck a deal with China's Alibaba that will let it retain a bigger stake in the e-commerce giant after its U.S. IPO.,Alibaba,Technology,1,4,1,8,8,0,1,2
141,Alibaba Group to start global IPO roadshow next week,Investor's Business Daily,9/5/2014,309,In the biggest roadshow since Jay-Z went on tour with Beyonce  Chinese e-commerce giant Alibaba Group is expected to storm the world's financial centers next week to sell what could be the biggest U.S. IPO ever.,Alibaba,Technology,1,6,1,4,0,0,0,1
142,Alibaba IPO Price Range Said To Be Too Conservative,Investor's Business Daily,9/8/2014,435,Alibaba Group's expected price range for its heralded U.S. IPO is too low  says an analyst who set his price target far higher. China's No. 1 e-commerce company has set an expected price range of 60 to 66 for its upcoming U.S. IPO  which at ...,Alibaba,Technology,1,2,1,0,0,1,0,6
143,Stock Futures Down  But Not Far; Alibaba Sets IPO Price Range,Investor's Business Daily,9/8/2014,437,Stock futures sagged ahead of Monday's open  with currency action and company news being the most apparent influences. Dow futures hung 37.4 points below fair market value. Nasdaq 100 futures were down 6.3 points  and S&P 500 futures ...,Alibaba,Technology,1,2,1,9,1,2,2,0
144,IPO Stock Watch: Alibaba Stock Demand Strong Pre-IPO,Investor's Business Daily,9/12/2014,321,Alibaba Group (BABA) is set to be the largest U.S. IPO ever  potentially raising more than $21 billion and carrying a market value of more than $162 billion. For comparison  Amazon.com's market cap is near $152 billion.,Alibaba,Technology,1,6,1,0,0,2,0,0
145,New High Analysis: Yahoo Surges Ahead Of Alibaba IPO,Investor's Business Daily,9/15/2014,318,Friday's session served up several 52-week highs  but many names closed well off session highs just like the major averages. The exception was Finish Line (FINL). The specialty retailer of athletic shoes  apparel and accessories extended its ...,Alibaba,Technology,1,2,1,2,0,0,3,0
146,Alibaba Ups IPO Price Range,Investor's Business Daily,9/16/2014,75,The China Internet giant raised its range to 66-68 from 60-66 amid robust demand for its 320 mil shares. At the midpoint Alibaba (BABA) will raise $21.4 bil  topping Visa (V) and Facebook (FB) as the largest U.S. IPO ever. It would have a ...,Alibaba,Technology,1,3,1,4,0,0,2,0
147,Alibaba IPO eyes int'l markets,Investor's Business Daily,9/17/2014,107,With an estimated $8 bil in net proceeds coming from its IPO this week  the Chinese e-commerce firm will have loads of cash for its U.S. expansion. Alibaba's (BABA) founder  Jack Ma  made clear his plans to build a global company when he ...,Alibaba,Technology,1,4,1,2,0,1,1,0
148,Alibaba IPO Proceeds Lifts U.S. Total To 10-Year High,Investor's Business Daily,9/19/2014,213,The $21.8 billion in proceeds raised by the Alibaba Group (BABA) IPO lifted the total for all U.S. IPOs this year to $62.4 billion  the highest level in at least 10 years.,Alibaba,Technology,2,6,1,2,1,0,0,0
149,Yahoo Investors Scrutinize Web Firm Post-Alibaba IPO,Investor's Business Daily,9/22/2014,454,Struggling Web firm Yahoo saw its stock price dip on Monday in the wake of two investment bank downgrades  now that China Internet giant Alibaba is no longer serving as a stock price booster for the Sunnyvale  Calif.-based company. But ...,Alibaba,Technology,2,2,1,8,0,0,0,0
150,Alibaba Makes U.S. IPO Splash,Investor's Business Daily,9/22/2014,76,The Chinese e-commerce giant's IPO priced at 68 Thu. amid strong demand. Days before  Alibaba (BABA) lifted its pricing view from 60-66. The $21.8 bil raised from 320 mil shares tops Visa's (V) $19.7 bil IPO as the biggest U.S. offering ...,Alibaba,Technology,2,2,1,4,0,2,0,0
151,Alibaba Surges In IPO Debut,Investor's Business Daily,9/22/2014,85,The Chinese e-commerce giant's shares rose 38% above its elevated IPO price of 68 and closed at 93.89 in massive volume. Alibaba's (BABA) market valuation of $230 bil would put it 12th on the S&P 500. Alibaba received net proceeds of ...,Alibaba,Technology,2,2,1,6,0,2,0,0
152,With Alibaba IPO Done  Gates Open For New Issues 14 IPOs Scheduled This Week Market on track to have most active IPO year since 2000 dot-com...,Investor's Business Daily,9/23/2014,831,With Alibaba Group out of the way  the market for initial public offerings kicks into a new gear this week with 14 companies set to go public.,Alibaba,Technology,2,3,1,1,0,2,0,0
153,Yahoo Handed Its Third Downgrade Since Alibaba IPO,Investor's Business Daily,9/25/2014,394,RBC Capital Markets became the third investment bank to downgrade consumer Web portal Yahoo (YHOO) this week  saying the troubled company is no longer benefitting from Alibaba (BABA) now that the China Internet giant's IPO has passed. RBC ...,Alibaba,Technology,2,5,1,2,0,0,0,1
154,Yahoo Take-Home From Alibaba IPO: A Cool $9.4 Billion,Investor's Business Daily,10/1/2014,297,Talk about a potent war chest. Yahoo (YHOO) netted some $9.4 billion from the sale of shares it held in China e-commerce leader Alibaba  according to a regulatory filing on Tuesday.,Alibaba,Technology,2,4,1,0,2,1,2,0
155,Alibaba Fuels Triple-Digit Growth In IPO Proceeds,Investor's Business Daily,10/1/2014,298,The historic Alibaba Group IPO pushed the amount of all proceeds raised globally to $56 billion in the third quarter  up 197% from the $19 billion in Q3 2013  reports Renaissance Capital.,Alibaba,Technology,2,4,1,0,0,0,1,0
156,Yahoo wins big on Alibaba IPO,Investor's Business Daily,10/2/2014,76,After selling 140 mil shares of newly public Alibaba (BABA) at 68 a share  Yahoo (YHOO) netted $9.4 bil vs. analyst views that leaned closer to $6 bil. Yahoo retains a 15% stake in the Chinese e-commerce firm  down from an earlier pre-IPO ...,Alibaba,Technology,2,5,1,6,2,0,0,0
