,Text,Label,Label180
181,"DOW JONES NEWSWIRES Facebook Inc. is considering launching a road show for its initial public offering as early as May 7 or May 14, meaning trading could come as early as May 16 or May 17, CNBC's Kate Kelly reported Tuesday, citing a person ...",Negative,Negative
182,"DOW JONES NEWSWIRES Facebook may start the road show for its initial public offering as soon as Monday morning, CNBC's Kate Kelly reported Tuesday.",Negative,Negative
183,"DOW JONES NEWSWIRES Facebook Inc.'s initial public offering is ""many, many"" times oversubscribed and could result in a higher price range for the shares next week, CNBC reported Friday, citing people familiar with the matter.",Negative,Negative
184,Facebook IPO Prices At $38 -CNBC,Negative,Negative
185,Sources Say Facebook IPO Prices At $38 -CNBC,Negative,Negative
186,"DOW JONES NEWSWIRES The price range on Facebook's initial public offering has now been set and cannot go higher than the low $40's, CNBC reported Thursday, citing a person with knowledge of the matter, who said the company would make no ...",Negative,Negative
187,"DOW JONES NEWSWIRES The Senate Banking Committee has begun an informal investigation into issues surrounding the initial public offering of Facebook Inc. (FB) stock, CNBC reported Wednesday, citing an aide to the panel.",Negative,Negative
188,Nasdaq CEO Greifeld: 'We Have Been Embarrassed' By Facebook IPO Glitches -CNBC,Negative,Negative
189,SEC Discloses Pre-IPO Correspondence with Facebook -CNBC,Negative,Negative
190,"Google Inc. (GOOG) Chairman Eric Schmidt said in an interview with CNBC that chief executive Larry Page is ""fine"" and ""definitely in charge.""",Negative,Negative
191,"Editors: Republishes for Wednesday. NEW YORK (CNN) -- Facebook's long-awaited IPO filing could come as early as Wednesday, according to several news reports.",Negative,Negative
192,"NEW YORK (CNNMoney) -- At long last, the Holy Grail of Internet IPOs is here. Facebook filed Wednesday to raise $5 billion in an initial public offering.",Negative,Negative
193,"NEW YORK (CNNMoney) -- If there's a crown jewel in the world of initial public offerings, it's Facebook. And the banking winner is Morgan Stanley.",Negative,Negative
195,"Updated 5:27 pm ET with details on executive compensation, more coming NEW YORK (CNNMoney) -- At long last, the Holy Grail of Internet IPOs is here. Facebook filed Wednesday to raise $5 billion in an initial public offering.",Negative,Negative
196,"With Facebook's announcement Wednesday that it will become a publicly traded company, lots of folks were talking about it. On Facebook.",Negative,Negative
197,"NEW YORK (CNNMoney) -- In a letter to investors included in Facebook's IPO filing, CEO Mark Zuckerberg outlined his philosophy for running what has become a multi-billion-dollar business. At core of that philosophy: Love your hackers.",Negative,Negative
198,"Updates with filing LONDON (CNN) -- Facebook, which launched its blockbuster initial public offering Wednesday, is the undisputed social media king of the U.S. and Europe.",Negative,Negative
199,NEW YORK (CNNMoney) -- Facebook has played a big role in the private trading markets that allow eligible investors the chance to snap up shares of hot Internet companies years before they go public.,Negative,Negative
200,"NEW YORK (CNNMoney) -- Facebook has finally filed for an IPO, but it likely won't start trading for months. For those who can't wait to gamble on the stock market, bookies are accepting bets.",Negative,Negative
201,"NEW YORK (CNNMoney) -- Facebook's hotly anticipated stock market debut is growing near. The company is aiming to begin publicly trading on May 18, according to the Wall Street Journal.",Negative,Negative
202,"NEW YORK (CNNMoney) -- It's the day techies and investors have been waiting for: Facebook set a price range of $28 to $35 per share for its initial public offering. It also upped the maximum size of its offering to $13.6 billion, up from ...",Negative,Negative
203,Updated 4:20 pm ET with additional context NEW YORK (CNNMoney) -- It's the day techies and investors have been waiting for: Facebook set a price range of $28 to $35 per share for its initial public offering. It also upped the maximum size of ...,Negative,Negative
204,NEW YORK (CNNMoney) -- Let's hope Mark Zuckerberg has deep pockets in his hoodie. The Facebook CEO plans to sell 30.2 million shares of his stake in the social network when it publicly offers its stock later this month. If the company's IPO ...,Negative,Negative
205,"Commentary NEW YORK (CNNMoney) -- I sort of ""like"" Facebook as a company and service. I am one of the social network's more than 900 million members worldwide. Odds are you have a Facebook account too. (Although my page is as barren as the ...",Negative,Negative
206,"NEW YORK (CNNMoney) -- Ahead of what's expected to be the biggest technology IPO in history, Facebook's executive team entered its first round of investor meetings to crowds befitting the arrival of a boy band.",Negative,Negative
207,NEW YORK (CNNMoney) -- You might think that scoring a stake in Facebook's initial public offering if you are an average investor is like trying to change your privacy controls on the social networking site -- seemingly impossible.,Negative,Negative
208,"NEW YORK (CNNMoney) -- In a sign of strong demand from investors for shares in its upcoming initial public offering, Facebook is raising the target price range for its stock, according to two news reports.",Negative,Negative
209,Commentary NEW YORK (CNNMoney) -- Facebook isn't exactly picking the best time to go public. But it looks like it probably won't matter. The company raised the price range for its initial public offering on Tuesday and many retail investors ...,Negative,Negative
211,NEW YORK (CNNMoney) -- Facebook's employees and investors aren't the only ones who will get a windfall from the company's IPO this week. California is hoping to reap a cool $2 billion in income taxes when those Facebook insiders cash in on ...,Negative,Negative
