|Headline|Source|Date|Word Count|Company|Industry|IPO Period|Day of Week|Source Tier|PositiveScore|NegativeScore|Ticker|Close|High|Low|Open|Volume|Offer Date|Issuer|Offer Price|Open Price|1st Day Close|1st Day % Px Chng|$ Change Opening|$ Change Close|Mngr1|Mngr2|Mngr3|Mngr4|Mngr5|Mngr6|Offer Date +90|Date_y|Close +90|% Px Chng +90|Label
72|Facebook IPO Forecasts Should Be for Everyone|Barron's|2012-05-22|530|Facebook|Technology|2|3|1|0.0|0.0|FB|31.0|33.59|30.94|32.59|102053826.0|2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
73|The Bear Preceded the Facebook IPO|Barron's|2012-05-30|655|Facebook|Technology|2|4|1|0.0|0.0|FB|28.19|29.55|27.86|28.7|57267867.0|2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
74|FAQ: Facebook's IPO|Beaver County Times|2012-02-03|428|Facebook|Technology|1|6|4|0.0|0.0|FB||||||2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
75|Facebook moving carefully toward IPO Facebook readies for initial IPO|Beaver County Times|2012-03-29|348|Facebook|Technology|1|5|4|0.0|0.0|FB||||||2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
76|Facebook's IPO may outdo Google|Belleville News-Democrat (IL)|2012-02-03|1092|Facebook|Technology|1|6|4|0.0|0.0|FB||||||2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
77|Facebook Files IPO|Benzinga.com|2012-02-01|5|Facebook|Technology|1|4|4|0.0|0.0|FB||||||2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
78|Facebook Files $5B IPO -Filing|Benzinga.com|2012-02-01|230|Facebook|Technology|1|4|4|0.0|0.0|FB||||||2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
79|Facebook $5B IPO Filing Does Not Include Exchange, Pricing, or Number of Shares|Benzinga.com|2012-02-01|19|Facebook|Technology|1|4|4|0.0|0.0|FB||||||2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
80|Piper Jaffray Says Facebook IPO Could be Positive Catalyst for SINA Shares|Benzinga.com|2012-02-01|131|Facebook|Technology|1|4|4|0.0|0.0|FB||||||2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
81|Just Another Reason to be Skeptical About Facebook's IPO|Benzinga.com|2012-02-07|839|Facebook|Technology|1|3|4|0.0|0.0|FB||||||2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
82|Nancy Miller Takes a Long Look at Facebook's IPO|Benzinga.com|2012-04-18|1916|Facebook|Technology|1|4|4|0.0|0.0|FB||||||2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
83|IPO is the Peak for Facebook|Benzinga.com|2012-04-18|592|Facebook|Technology|1|4|4|0.0|0.0|FB||||||2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
84|The Countdown to Facebook's IPO - What Could Spoil the Party?|Benzinga.com|2012-04-24|967|Facebook|Technology|1|3|4|0.0|0.0|FB||||||2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
85|Should You Buy the Facebook IPO Day One?|Benzinga.com|2012-05-02|410|Facebook|Technology|1|4|4|0.0|0.0|FB||||||2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
86|Facebook Sets IPO Price Range At $28-$35/Shr; 337M Shares -S-1 Filing|Benzinga.com|2012-05-03|20|Facebook|Technology|1|5|4|0.0|0.0|FB||||||2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
87|Facebook IPO, The Ultimate Ponzi Scheme?|Benzinga.com|2012-05-07|650|Facebook|Technology|1|2|4|0.0|0.0|FB||||||2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
88|Barron's Recap (5/12/12): The Memory-Foam Mattress Industry, Facebook's IPO|Benzinga.com|2012-05-13|809|Facebook|Technology|1|1|4|0.0|0.0|FB||||||2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
89|How Many Facebook Users Plan to Invest in its IPO?|Benzinga.com|2012-05-15|826|Facebook|Technology|1|3|4|0.0|0.0|FB||||||2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
90|Facebook IPO Gets Delayed Before Opening|Benzinga.com|2012-05-18|125|Facebook|Technology|2|6|4|0.0|0.0|FB|38.2318|45.0|38.0|42.0|580587742.0|2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
91|Facebook Drops to $39, Is This the End of IPO Hype?|Benzinga.com|2012-05-18|135|Facebook|Technology|2|6|4|0.0|0.0|FB|38.2318|45.0|38.0|42.0|580587742.0|2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
92|Rodman & Renshaw Reiterates Outperform, $7 PT on Quepasa; Facebook IPO Brings Attention|Benzinga.com|2012-05-18|137|Facebook|Technology|2|6|4|0.0|0.0|FB|38.2318|45.0|38.0|42.0|580587742.0|2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
93|Facebook IPO Disappoints on First Day of Trading, Finishes at $38.18|Benzinga.com|2012-05-18|161|Facebook|Technology|2|6|4|0.0|0.0|FB|38.2318|45.0|38.0|42.0|580587742.0|2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
94|The Real Deal on Wall Street: 5 Market Problems Facebook IPO Won't Solve|Benzinga.com|2012-05-18|410|Facebook|Technology|2|6|4|0.0|0.0|FB|38.2318|45.0|38.0|42.0|580587742.0|2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
95|Three Devastating Reasons Facebook's IPO Could Flop|Benzinga.com|2012-05-18|613|Facebook|Technology|2|6|4|0.0|0.0|FB|38.2318|45.0|38.0|42.0|580587742.0|2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
96|Nasdaq CEO Cites 'Poor Design' of IPO Software as Cause of Facebook Launch Delays|Benzinga.com|2012-05-20|96|Facebook|Technology|2|1|4|0.0|0.0|FB||||||2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
97|Has Facebook's IPO Marked the End of the Social Media Bubble?|Benzinga.com|2012-05-21|418|Facebook|Technology|2|2|4|0.0|0.0|FB|34.03|36.66|33.0|36.66|168309831.0|2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
98|Facebook IPO Was a Success and Wall Street Got What it Deserved|Benzinga.com|2012-05-31|1111|Facebook|Technology|2|5|4|0.0|0.0|FB|29.6|29.67|26.83|28.54|111639200.0|2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
99|Biggest Post-Facebook IPO Wave Is Set For This Week|Benzinga.com|2012-07-16|467|Facebook|Technology|2|2|4|0.0|0.0|FB|28.245|30.5|28.21|30.5|24672074.0|2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
100|Video: Torus: Facebook IPO Raises New Liability Concerns|Best's Insurance News|2012-06-06|122|Facebook|Technology|2|4|4|0.0|0.0|FB|26.81|27.17|25.52|26.07|61487019.0|2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
101|Facebook filing for $5B IPO today|Birmingham Business Journal Online|2012-02-01|119|Facebook|Technology|1|4|4|0.0|0.0|FB||||||2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
102|IPO price for Facebook is $38 per share|Birmingham Business Journal Online|2012-05-18|117|Facebook|Technology|2|6|4|0.0|0.0|FB|38.2318|45.0|38.0|42.0|580587742.0|2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
103|Big risk for Facebook after IPO: Mark Zuckerberg may do stuff|Boston Business Journal Online|2012-02-01|234|Facebook|Technology|1|4|4|0.0|0.0|FB||||||2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
104|In 2022, will your kids hate you for buying the Facebook IPO?|Boston Business Journal Online|2012-05-02|396|Facebook|Technology|1|4|4|0.0|0.08333333333333333|FB||||||2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
105|Zuckerberg snubs Boston in Facebook IPO road show (report)|Boston Business Journal Online|2012-05-08|257|Facebook|Technology|1|3|4|0.0|0.0|FB||||||2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
106|Facebook tags IPO range of $34 to $38 per share|Boston Business Journal Online|2012-05-15|129|Facebook|Technology|1|3|4|0.0|0.0|FB||||||2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
107|Facebook IPO prices at $38|Boston Business Journal Online|2012-05-17|702|Facebook|Technology|1|5|4|0.0|0.0|FB||||||2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
108|Galvin probes Morgan Stanley over Facebook IPO|Boston Business Journal Online|2012-05-23|231|Facebook|Technology|2|4|4|0.0|0.0|FB|32.0|32.5|31.36|31.38|73488656.0|2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
109|Fidelity: Facebook IPO trading glitches affected thousands of clients|Boston Business Journal Online|2012-05-24|313|Facebook|Technology|2|5|4|0.0|0.0|FB|33.03|33.21|31.77|32.98|50275879.0|2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
110|Boston Private's Facebook IPO Told you so|Boston Business Journal Online|2012-05-24|383|Facebook|Technology|2|5|4|0.0|0.0|FB|33.03|33.21|31.77|32.98|50275879.0|2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
111|After Facebook's fall, Kayak delays IPO with Morgan Stanley (report)|Boston Business Journal Online|2012-05-30|195|Facebook|Technology|2|4|4|0.0|0.0|FB|28.19|29.55|27.86|28.7|57267867.0|2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
112|Facebook, Groupon helping sink IPO chances for everyone else|Boston Business Journal Online|2012-06-11|440|Facebook|Technology|2|2|4|0.0|0.0|FB|27.005|28.07|26.835|27.16|28225887.0|2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
113|Morgan Stanley banker offered his neck if Facebook IPO went bad|Boston Business Journal Online|2012-06-18|237|Facebook|Technology|2|2|4|0.0|0.09090909090909091|FB|31.41|32.08|29.41|29.96|42978209.0|2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
114|Facebook sets new IPO range, reaching into 12 figures Facebook's new IPO range could make it worth $100B|Boston Business Journal Online|2012-05-15|247|Facebook|Technology|1|3|4|0.0|0.0|FB||||||2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
115|what's $5b among friends?; Hub investors â€˜like' move as Facebook files for IPO|Boston Herald|2012-02-02|451|Facebook|Technology|1|5|2|0.0|0.0|FB||||||2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
116|Facebook in Hub paging investors for its IPO|Boston Herald|2012-05-08|201|Facebook|Technology|1|3|2|0.0|0.0|FB||||||2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
117|SOCIAL OUTCAST; Facebook falling out of favor as IPO approaches|Boston Herald|2012-05-15|554|Facebook|Technology|1|3|2|0.0|0.0|FB||||||2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
118|why i really like that facebook's ipo fell flat|Boston Herald|2012-05-20|447|Facebook|Technology|2|1|2|0.0|0.0|FB||||||2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
119|FACEBOOK STOCK SALE PROBED; Galvin subpoenas Morgan Stanley on earnings forecasts prior to IPO|Boston Herald|2012-05-23|330|Facebook|Technology|2|4|2|0.0|0.0|FB|32.0|32.5|31.36|31.38|73488656.0|2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
120|KAYAK TO TAKE IPO PLUNGE; Delayed stock sale comes in wake of Facebook flop|Boston Herald|2012-07-10|489|Facebook|Technology|2|3|2|0.0|0.0|FB|31.47|32.48|31.1599|32.43|14276996.0|2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
121|Plaintiffs firms circling Facebook following IPO; FROM THE COURTS|Broward Daily Business Review|2012-05-25|488|Facebook|Technology|2|6|4|0.0|0.0|FB|31.91|32.95|31.11|32.91|37189630.0|2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
122|Investors aren't all sold on Facebook IPO|Buffalo News|2012-02-05|793|Facebook|Technology|1|1|4|0.0|0.0|FB||||||2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
123|Facebook to seek $5B in IPO|Business First of Buffalo Online|2012-02-02|107|Facebook|Technology|1|5|4|0.0|0.0|FB||||||2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
124|As IPO nears, questions about Facebook|Business First of Buffalo Online|2012-05-17|532|Facebook|Technology|1|5|4|0.0|0.0|FB||||||2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
125|Facebook IPO at $16 billion|Business First of Buffalo Online|2012-05-18|248|Facebook|Technology|2|6|4|0.0|0.0|FB|38.2318|45.0|38.0|42.0|580587742.0|2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
126|Facebook sheds Ohio legal distraction ahead of IPO â€“ or does it?|Business First of Columbus Online|2012-05-09|355|Facebook|Technology|1|4|4|0.0|0.0|FB||||||2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
127|Friends of Facebook? Most local investment firms take wait-and-see stance on social networking site's IPO|Business First of Louisville|2012-05-18|1172|Facebook|Technology|2|6|4|0.0|0.0|FB|38.2318|45.0|38.0|42.0|580587742.0|2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
128|Facebook launches $5 billion IPO|Business First of Louisville|2012-02-01|520|Facebook|Technology|1|4|4|0.0|0.0|FB||||||2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
129|Local analyst offers view on Facebook IPO|Business First of Louisville|2012-02-02|175|Facebook|Technology|1|5|4|0.0|0.0|FB||||||2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
130|Facebook narrows in on IPO price|Business First of Louisville|2012-05-04|110|Facebook|Technology|1|6|4|0.0|0.0|FB||||||2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
131|Zuckerberg begins Facebook's IPO roadshow|Business First of Louisville|2012-05-08|162|Facebook|Technology|1|3|4|0.0|0.0|FB||||||2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
132|Facebook IPO has excited many investors|Business First of Louisville|2012-05-15|146|Facebook|Technology|1|3|4|0.0|0.0|FB||||||2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
133|Facebook boosts IPO size; GM pulls ads|Business First of Louisville|2012-05-16|226|Facebook|Technology|1|4|4|0.0|0.0|FB||||||2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
134|Facebook IPO draws scrutiny from federal regulators|Business First of Louisville|2012-05-23|191|Facebook|Technology|2|4|4|0.0|0.0|FB|32.0|32.5|31.36|31.38|73488656.0|2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
135|Botched Facebook IPO teaches tough lessons|Business Insurance|2012-06-04|1026|Facebook|Technology|2|2|2|0.0|0.0|FB|26.9|27.65|26.44|27.2|35230290.0|2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
